SMILES,NR3C1,GRIN1,PDE4D,ADRB2,ADRB1,ADORA2A,MAOA,AR,PTGS1,PTGS2,HRH1,OPRK1,ACHE,HTR1B,CHRM2,OPRD1,CHRM1,SLC6A4,HTR2B,CNR1,KCNH2,DRD2,CNR2,ADRA2A,SCN5A,LCK,GABRA1,HTR3A,CCKAR,PDE3A,DRD1,HTR2A,KCNQ1,ADRA1A,CHRM3,OPRM1,CACNA1C,HTR1A,CHRNA4,SLC6A2,EDNRA,HRH2,SLC6A3,AVPR1A
Cc1cc2c(cc1O)C(=O)c1c(O)ccc(O)c1C2=O,-9.4,-8.8,-9.1,-10.5,-10.0,-10.3,-9.9,-8.9,-8.9,-10.1,-6.9,-9.0,-9.8,-9.2,-2.7,-9.1,-9.3,-9.4,-9.3,-8.2,-5.9,-9.2,-9.6,-8.9,-8.4,-9.0,-10.1,-9.9,-9.5,-9.3,-8.4,-10.9,-8.6,-8.4,-8.2,-8.0,-8.0,-8.9,-6.1,-8.8,-6.7,-7.8,-8.5,-7.9
Cc1c(O)c(C(=O)O)c(O)c2c1[C@H](C)[C@@H](C)O[C@@H]2O,-8.0,-8.5,-8.6,-8.6,-8.4,-8.2,-6.4,-5.7,-8.0,-7.5,-6.8,-7.4,-8.8,-8.1,0.0,-7.4,-8.6,-7.8,-8.0,-7.4,-5.3,-7.3,-7.8,-7.0,-7.0,-7.1,-7.9,-7.7,-7.8,-8.4,-7.8,-9.0,-7.7,-8.1,-8.1,-6.9,-6.5,-7.2,-4.2,-8.1,-5.8,-7.3,-7.4,-6.3
COc1c(C)c(OCC=C(C)C)cc(CO)c1CO,-6.7,-6.2,-6.4,-7.5,-7.0,-7.4,-6.8,-6.3,-6.6,-7.0,-6.7,-6.0,-8.1,-6.7,-4.9,-6.2,-7.1,-6.9,-6.9,-6.5,-4.4,-6.8,-7.6,-6.3,-6.3,-6.4,-7.5,-7.7,-6.9,-6.7,-6.7,-8.2,-5.9,-7.8,-7.3,-6.1,-5.5,-6.4,-4.3,-7.1,-5.4,-7.1,-7.4,-5.2
CC1=C[C@H]2O[C@@H]3C[C@@H](O)[C@](C)([C@@]2(CO)CC1)[C@]31CO1,-7.8,-6.7,-6.3,-7.5,-6.9,-6.7,-3.3,-6.9,-7.2,-6.0,-5.4,-6.2,-8.4,-7.0,-3.4,-7.1,-8.7,-7.9,-7.9,-7.7,-5.1,-5.6,-7.6,-6.8,-6.3,-6.2,-6.4,-8.7,-7.2,-7.0,-7.2,-7.1,-6.2,-7.4,-5.3,-7.9,-6.5,-6.8,-2.3,-8.1,-5.8,-7.4,-7.7,-6.5
CC1=C[C@]23O[C@@H]4[C@@H](O)C[C@](C)([C@@]2(C)CC1)[C@]4(CO)O3,-8.0,-7.5,-7.1,-8.2,-7.5,-6.3,-4.6,-7.2,-7.7,-6.4,-5.8,-7.0,-9.7,-7.7,-3.5,-6.4,-8.2,-8.3,-7.9,-7.7,-5.2,-6.7,-8.6,-6.5,-7.1,-6.1,-6.5,-8.8,-7.3,-7.7,-6.9,-7.1,-6.4,-8.5,-6.8,-7.5,-7.0,-7.0,-5.0,-8.1,-5.6,-7.4,-7.5,-7.0
CC1=C[C@H]2O[C@@H]3[C@H](O)C[C@](C)([C@@]2(CO)CC1)[C@]31CO1,-7.7,-7.2,-6.5,-8.0,-7.0,-5.7,-1.9,-5.4,-7.2,-6.0,-5.1,-6.3,-8.5,-6.8,-1.9,-7.2,-7.7,-7.9,-7.6,-7.0,-5.1,-5.8,-8.0,-6.1,-6.4,-6.1,-5.6,-7.8,-7.3,-6.8,-7.1,-7.5,-5.7,-7.3,-5.5,-8.2,-6.6,-6.6,-2.0,-8.3,-5.6,-6.1,-6.9,-6.9
CN1C(=O)c2c3c(cc4cccc1c24)C(C)(C)NC3=O,-8.8,-9.6,-9.9,-9.7,-9.6,-11.3,-9.9,-8.3,-9.9,-9.7,-5.9,-8.6,-10.0,-9.3,0.0,-7.7,-10.1,-9.4,-9.5,-9.5,-6.2,-8.9,-10.1,-8.9,-8.3,-8.7,-11.1,-10.1,-8.9,-9.5,-8.8,-9.5,-8.9,-10.7,-9.0,-8.3,-8.1,-9.1,-7.2,-9.3,-7.3,-6.6,-9.0,-7.1
Cc1c(O)c(C(=O)O)c(O)c2c1[C@H](C)[C@@H](C)OC2=O,-7.9,-8.9,-8.8,-9.3,-9.1,-7.8,-7.0,-5.7,-8.2,-7.7,-7.2,-7.6,-9.4,-8.3,0.0,-7.8,-8.9,-8.0,-8.0,-7.6,-5.4,-7.4,-7.9,-7.0,-7.3,-7.2,-8.0,-7.9,-8.2,-8.7,-7.6,-9.2,-8.2,-8.4,-8.3,-6.9,-6.7,-7.0,-4.5,-7.9,-6.4,-6.7,-7.5,-6.1
Cc1c(O)c(C(=O)O)c(O)c2c1[C@@H](C)[C@H](C)OC2=O,-8.1,-8.2,-8.4,-9.1,-8.8,-9.0,-7.5,-7.8,-8.3,-8.2,-6.1,-7.3,-9.3,-8.3,0.0,-7.7,-8.5,-8.1,-7.8,-7.6,-5.1,-7.7,-7.9,-7.5,-7.7,-7.5,-9.5,-8.1,-8.6,-8.8,-8.0,-8.4,-7.9,-8.5,-7.7,-7.2,-6.6,-7.9,-4.9,-8.0,-6.4,-6.1,-8.1,-6.3
CC(=O)C[C@H]1O[C@H](C)[C@@H](C)c2c(C)c(O)cc(O)c21,-7.4,-7.9,-7.9,-7.6,-8.5,-8.3,-6.3,-8.1,-7.6,-8.2,-5.7,-6.6,-9.3,-8.1,-0.8,-7.1,-8.9,-7.6,-7.9,-7.7,-5.2,-7.4,-8.5,-6.4,-6.8,-6.9,-7.8,-7.9,-7.6,-8.0,-7.0,-7.7,-6.8,-8.2,-7.7,-6.7,-6.4,-7.3,-5.6,-7.6,-5.9,-6.1,-7.6,-6.0
Cc1cc(O)c(O)c(Oc2cc(C)cc(O)c2O)c1,-8.1,-7.5,-8.4,-8.6,-8.6,-7.6,-8.7,-8.3,-8.0,-8.4,-7.6,-7.7,-9.2,-8.2,-6.3,-7.5,-8.8,-8.0,-8.3,-7.8,-5.1,-8.1,-7.8,-7.4,-7.3,-7.3,-9.2,-8.0,-7.8,-8.1,-7.7,-8.4,-6.8,-8.0,-7.7,-7.3,-7.0,-7.2,-6.6,-8.4,-6.6,-8.2,-8.4,-6.5
Cc1cc(O)c(Oc2cc(C)cc(O)c2O)c(O)c1,-8.1,-7.2,-7.7,-8.0,-8.0,-8.0,-8.4,-8.1,-7.7,-7.5,-7.3,-7.5,-9.3,-7.9,-6.5,-7.2,-8.0,-7.8,-8.4,-7.8,-5.0,-7.7,-7.5,-6.7,-7.4,-7.9,-8.3,-8.2,-7.5,-8.0,-7.0,-8.9,-6.6,-8.0,-8.4,-7.1,-6.5,-7.2,-5.9,-8.3,-6.4,-7.8,-8.3,-6.3
Cc1cc(O)cc2oc(=O)c3c(O)cc(O)cc3c12,-9.1,-8.5,-9.1,-10.8,-9.9,-10.0,-8.8,-8.3,-8.7,-9.0,-6.7,-7.3,-9.9,-8.9,-3.3,-8.1,-9.8,-8.7,-9.2,-8.0,-5.8,-8.3,-9.1,-7.9,-8.1,-8.0,-10.0,-8.8,-8.9,-9.4,-8.5,-10.2,-8.5,-9.3,-8.4,-7.7,-7.3,-8.7,-5.7,-8.6,-6.2,-6.5,-8.3,-7.1
Cc1cc(O)cc2oc3cc(O)cc(O)c3c(=O)c12,-8.7,-7.9,-9.1,-10.3,-9.1,-9.5,-9.1,-8.4,-8.5,-9.2,-6.5,-7.6,-10.0,-8.6,-4.5,-8.4,-9.3,-9.8,-8.8,-8.1,-5.5,-8.2,-9.0,-8.3,-7.7,-7.9,-9.3,-9.1,-8.5,-9.7,-8.3,-9.8,-7.8,-8.8,-9.3,-7.7,-7.3,-8.5,-5.3,-8.5,-7.1,-7.3,-8.2,-6.7
Cc1cc(O)c2c(=O)c3c(O)cccc3oc2c1O,-8.7,-8.0,-8.5,-10.4,-9.2,-9.2,-9.6,-8.3,-8.6,-8.9,-6.3,-7.7,-9.9,-8.5,-2.6,-7.9,-9.8,-8.5,-9.3,-7.9,-5.6,-8.3,-8.7,-8.3,-7.7,-8.0,-9.4,-9.0,-8.7,-9.3,-8.2,-9.7,-8.0,-8.1,-8.2,-7.7,-7.3,-8.3,-5.5,-8.6,-6.8,-6.7,-8.5,-6.8
C[C@@H]1Cc2c(Cl)cc(C(=O)O)c(O)c2C(=O)O1,-7.8,-8.4,-8.1,-8.6,-8.1,-8.2,-7.8,-7.2,-7.3,-8.2,-7.2,-6.8,-8.7,-8.3,-2.2,-6.7,-8.5,-7.7,-7.5,-7.3,-5.4,-7.1,-7.8,-7.2,-6.9,-7.0,-8.7,-7.9,-7.6,-8.3,-7.0,-8.5,-7.0,-8.2,-8.4,-7.0,-6.3,-7.9,-5.9,-7.8,-5.9,-7.3,-7.8,-6.3
Cc1cc2c(oc1=O)C(=O)c1c(O)cccc1C2=O,-9.3,-9.0,-8.9,-10.6,-9.9,-10.1,-9.8,-9.1,-8.8,-10.2,-7.3,-8.5,-10.0,-9.0,-1.8,-8.8,-9.3,-9.1,-9.1,-8.7,-6.0,-9.0,-10.0,-8.9,-8.2,-9.0,-10.7,-9.7,-9.5,-9.8,-8.4,-10.3,-8.2,-8.1,-7.7,-8.5,-8.1,-8.9,-5.6,-8.8,-7.3,-7.3,-8.9,-7.6
CCCC(=O)c1c(OC)cc(O)c(CCO)c1O,-6.4,-6.3,-6.6,-6.9,-6.5,-6.6,-6.5,-6.3,-6.3,-6.7,-7.5,-6.3,-7.8,-6.1,-5.2,-5.7,-6.9,-6.6,-6.3,-6.1,-4.2,-6.6,-6.5,-6.0,-6.0,-6.1,-7.3,-6.5,-6.5,-6.8,-6.1,-7.3,-6.3,-6.8,-7.1,-5.5,-5.6,-6.5,-5.1,-6.3,-5.6,-6.5,-6.8,-5.2
Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,-9.1,-8.8,-9.3,-11.0,-10.1,-10.2,-9.5,-8.3,-8.8,-9.4,-7.0,-8.0,-10.4,-9.0,-2.9,-8.8,-9.7,-9.3,-9.4,-8.6,-5.9,-9.1,-9.6,-8.6,-8.1,-8.5,-10.2,-9.5,-9.3,-9.5,-8.2,-11.2,-8.6,-9.2,-8.4,-8.3,-7.9,-8.8,-5.4,-9.2,-6.5,-7.0,-8.6,-7.0
O=c1[nH]c2ccccc2c(-c2cccc(O)c2)c1O,-8.4,-7.9,-8.8,-10.1,-9.6,-9.9,-10.1,-8.5,-8.6,-9.4,-8.3,-7.8,-9.5,-8.7,-4.2,-8.3,-8.9,-8.6,-9.9,-9.0,-6.2,-8.4,-9.3,-8.0,-8.2,-8.6,-9.5,-9.0,-8.1,-9.5,-8.8,-10.1,-7.8,-9.6,-7.8,-8.0,-7.8,-8.5,-7.6,-8.9,-6.8,-7.8,-9.9,-6.5
CC1=C[C@@H]2O[C@]3(CO)C[C@H](O)C[C@]3(C)[C@@]2(C)CC1,-7.9,-7.2,-7.1,-7.5,-7.2,-7.6,-4.8,-6.9,-7.5,-6.5,-5.5,-6.8,-8.4,-7.1,-4.6,-6.6,-8.9,-7.9,-7.8,-8.0,-5.1,-7.4,-7.9,-6.1,-7.4,-6.2,-7.3,-7.7,-6.9,-6.8,-7.0,-7.6,-7.0,-7.7,-8.0,-7.2,-6.7,-7.2,-5.2,-8.8,-5.2,-7.2,-7.5,-6.6
Cc1c(O)c(C(=O)O)c(O)c2c1[C@H](C)[C@@H](C)OC2,-7.7,-8.5,-8.3,-9.0,-8.8,-8.0,-6.9,-5.6,-8.0,-7.4,-7.6,-7.4,-8.7,-7.9,0.0,-7.4,-9.2,-7.6,-7.7,-7.3,-5.3,-7.1,-8.0,-6.8,-7.4,-6.9,-7.8,-7.9,-7.9,-8.5,-7.7,-8.7,-7.7,-9.0,-8.0,-6.8,-6.7,-7.1,-5.4,-8.5,-5.5,-7.7,-7.1,-6.2
Cc1c(O)c(C(=O)O)c(O)c2c1[C@H](C)[C@H](C)OC2,-7.9,-7.9,-8.3,-7.9,-8.1,-8.3,-7.2,-6.6,-8.0,-8.1,-6.8,-7.2,-9.1,-7.8,-2.0,-7.1,-8.6,-7.8,-7.5,-7.5,-5.2,-7.6,-8.7,-7.2,-7.3,-7.0,-8.7,-9.0,-7.8,-8.6,-7.7,-8.5,-7.8,-8.5,-7.8,-6.8,-6.7,-7.4,-5.8,-8.4,-5.7,-7.5,-7.8,-6.4
COc1c(-c2ccccc2)c2ccccc2[nH]c1=O,-8.2,-7.7,-8.2,-10.2,-9.2,-9.7,-9.2,-8.0,-8.4,-9.3,-8.2,-8.1,-9.1,-8.2,-3.1,-7.7,-9.5,-9.0,-8.2,-9.0,-6.1,-8.5,-9.0,-8.1,-8.1,-7.7,-9.4,-9.2,-8.2,-9.6,-7.7,-10.0,-7.5,-9.5,-8.2,-7.9,-7.8,-7.9,-6.7,-8.8,-7.0,-7.7,-9.7,-6.5
N[C@H](Cc1o[nH]c(=O)c1Br)C(=O)O,-6.0,-5.8,-6.0,-6.3,-6.2,-5.9,-6.5,-6.1,-5.5,-6.5,-6.9,-5.9,-6.7,-6.0,-6.2,-5.6,-6.2,-5.9,-6.1,-6.5,-4.6,-6.5,-6.1,-6.1,-5.2,-5.8,-6.9,-5.9,-5.7,-6.3,-6.2,-6.4,-5.5,-5.9,-6.1,-6.1,-5.3,-6.0,-5.5,-6.2,-6.0,-5.9,-6.2,-5.3
CC1=C[C@H]2O[C@@H]3[C@H](O)C[C@](C)([C@@]2(C)CC1)[C@]31CO1,-8.1,-7.4,-6.7,-7.7,-7.3,-6.2,-1.7,-4.3,-7.6,-5.6,-6.1,-7.0,-9.1,-7.5,-1.4,-6.2,-8.1,-8.4,-8.0,-7.1,-5.2,-5.7,-7.1,-5.7,-7.2,-6.5,-5.5,-7.4,-7.1,-6.9,-6.8,-6.5,-6.2,-6.9,-5.6,-6.9,-7.0,-6.9,-2.4,-8.3,-6.4,-6.1,-7.7,-6.6
CC1=C[C@H]2O[C@@H]3C[C@@H](O)[C@](C)([C@@]2(C)CC1)[C@]31CO1,-8.1,-7.4,-6.8,-7.7,-7.2,-6.2,-3.7,-6.7,-7.3,-5.9,-5.8,-6.7,-9.2,-7.6,-2.0,-6.9,-8.3,-8.7,-8.2,-7.6,-5.2,-5.9,-8.1,-7.4,-7.2,-6.2,-5.6,-8.7,-7.0,-6.9,-7.0,-6.6,-6.3,-7.5,-5.1,-7.7,-6.9,-7.2,-1.7,-8.8,-5.9,-6.5,-7.6,-6.4
CC1=C2C(=CO[C@H](C)[C@H]2C)C(=O)C(C(=O)O)=C1O,-8.0,-8.0,-8.1,-7.9,-8.2,-8.4,-6.5,-6.0,-8.5,-7.5,-7.8,-7.5,-9.0,-8.1,-2.0,-7.6,-9.2,-8.0,-7.7,-7.6,-5.7,-7.2,-8.7,-6.8,-7.4,-7.3,-8.2,-8.0,-7.8,-8.4,-8.0,-8.7,-7.6,-8.6,-8.7,-6.8,-6.7,-7.2,-5.7,-8.5,-6.1,-7.6,-7.2,-6.5
CO[C@H]1CCc2oc(=O)c3c(O)cc(C)cc3c21,-7.6,-8.1,-9.2,-9.0,-9.0,-9.7,-9.4,-7.3,-8.2,-8.1,-7.7,-7.3,-9.3,-8.3,-2.6,-6.9,-8.2,-7.9,-8.8,-7.6,-5.9,-7.8,-8.6,-7.8,-7.3,-7.6,-10.1,-8.9,-8.1,-8.7,-7.8,-9.5,-7.6,-9.8,-8.1,-7.3,-6.8,-8.4,-5.9,-8.4,-6.4,-6.9,-8.0,-6.6
CC(=O)c1cc([C@@H](O)[C@H](O)[C@H](O)CO)[nH]c1C,-6.5,-6.3,-6.7,-6.9,-6.6,-6.4,-6.6,-6.4,-6.3,-6.7,-6.5,-6.6,-6.9,-6.4,-6.5,-5.5,-7.1,-6.4,-6.3,-6.5,-4.0,-6.8,-6.9,-6.0,-5.6,-6.0,-6.9,-6.8,-6.2,-6.7,-6.6,-6.6,-5.7,-6.8,-7.1,-5.7,-6.0,-6.1,-6.5,-7.0,-5.2,-6.4,-7.1,-5.5
O=C1CNC(=O)C(=Cc2c[nH]c3ccccc23)N1,-8.7,-8.6,-7.7,-8.7,-8.5,-9.5,-9.7,-9.1,-8.5,-9.5,-8.6,-8.5,-9.4,-8.9,-8.6,-7.9,-9.4,-8.7,-8.1,-8.5,-5.8,-9.5,-8.7,-7.7,-8.0,-7.9,-9.1,-9.0,-8.0,-8.9,-8.2,-9.6,-8.2,-8.4,-8.6,-7.7,-7.2,-8.9,-7.8,-8.7,-6.9,-8.7,-9.1,-6.5
CC1(C)CCC[C@]2(C)[C@@H]3[C@H]1[C@@H](O)[C@@]2(C)C[C@H]3O,-7.6,-8.3,-6.5,-7.8,-7.1,-7.0,-0.7,-5.6,-7.5,-6.0,-5.7,-7.4,-8.4,-7.5,-2.7,-6.8,-9.2,-8.1,-8.0,-7.1,-5.4,-5.7,-7.8,-6.4,-7.3,-5.9,-5.5,-7.6,-6.8,-6.6,-6.9,-6.4,-6.3,-7.8,-6.0,-6.9,-6.8,-6.6,-3.5,-8.1,-5.4,-6.1,-7.5,-6.0
Cc1cc(O)c2c(c1)C(=O)c1ccccc1C2=O,-8.9,-9.0,-9.6,-11.1,-9.7,-10.1,-10.3,-8.3,-8.8,-9.5,-7.0,-8.2,-10.2,-9.0,-3.7,-8.8,-9.3,-8.9,-9.2,-8.7,-5.8,-9.2,-9.9,-9.0,-8.8,-8.2,-10.5,-9.4,-8.8,-9.3,-8.4,-11.2,-8.5,-9.3,-8.8,-8.4,-7.7,-8.7,-5.7,-9.1,-6.7,-7.3,-8.2,-6.7
CCOC(=O)Cc1cc(O)cc(O)c1C(C)=O,-6.5,-6.6,-6.6,-7.4,-7.3,-7.5,-6.9,-6.2,-6.5,-6.9,-7.7,-6.1,-7.8,-6.6,-6.1,-6.1,-7.4,-6.7,-6.4,-6.3,-4.5,-6.5,-7.2,-6.0,-6.0,-6.8,-7.4,-7.6,-6.8,-6.7,-6.4,-7.8,-6.3,-7.1,-6.8,-5.8,-6.2,-6.5,-5.5,-6.6,-6.1,-6.9,-6.8,-5.4
O=c1[nH]c2ccccc2c(-c2ccccc2)c1O,-8.5,-8.0,-8.9,-10.2,-9.6,-9.6,-9.8,-8.3,-8.4,-9.1,-8.1,-7.8,-9.5,-8.8,-3.8,-8.1,-9.2,-8.9,-9.6,-8.9,-6.3,-8.5,-9.0,-8.0,-8.1,-8.6,-9.4,-9.0,-8.1,-9.7,-8.7,-9.5,-7.9,-9.7,-7.9,-7.9,-7.9,-8.7,-7.2,-8.6,-6.8,-7.8,-9.7,-6.6
CC1=CC(=O)[C@]2(O[C@H]2C(=O)CC(C)C)C(=O)N1,-7.1,-6.5,-7.1,-8.2,-7.0,-7.4,-7.5,-7.4,-7.2,-7.8,-6.4,-7.1,-8.7,-7.0,-7.7,-6.7,-7.9,-7.2,-6.8,-7.4,-4.7,-7.9,-7.3,-6.5,-6.5,-7.0,-7.5,-7.3,-6.9,-7.1,-6.8,-7.0,-6.2,-7.4,-7.6,-6.7,-5.9,-7.3,-4.3,-7.4,-6.0,-6.7,-7.0,-6.0
CC1=CC(=O)[C@@]2(O[C@@H]2C(=O)CC(C)C)C(=O)N1,-7.3,-7.1,-7.1,-7.1,-6.6,-7.6,-7.0,-7.1,-7.0,-7.5,-6.6,-6.9,-8.2,-7.3,-6.0,-6.8,-7.9,-7.1,-6.9,-7.6,-4.8,-7.8,-7.4,-6.5,-6.8,-7.1,-8.3,-7.2,-6.8,-7.2,-7.0,-7.7,-5.8,-7.4,-7.6,-6.6,-5.9,-6.9,-5.3,-7.3,-5.5,-6.6,-7.0,-5.9
CC(=O)[C@@H](C)c1c(C)c(O)c(C)c(O)c1C=O,-6.8,-7.1,-7.2,-7.2,-7.0,-8.2,-7.3,-6.7,-7.0,-6.8,-6.3,-6.8,-8.2,-6.9,-2.5,-6.9,-7.9,-7.0,-6.6,-6.4,-4.7,-6.8,-7.7,-6.1,-6.3,-6.1,-7.8,-7.6,-7.0,-7.1,-6.7,-7.5,-6.9,-7.3,-7.4,-6.6,-5.6,-7.1,-5.7,-7.2,-5.5,-6.3,-7.2,-5.5
COc1cc2oc(C)cc(=O)c2c(O)c1OC,-7.1,-6.7,-7.1,-7.7,-7.3,-7.2,-7.4,-6.6,-6.9,-7.3,-6.5,-6.4,-8.0,-7.0,-5.8,-6.2,-7.5,-7.4,-7.3,-7.0,-4.5,-7.2,-7.4,-6.3,-6.5,-6.8,-7.7,-7.1,-7.0,-7.6,-6.6,-8.3,-6.6,-7.2,-7.4,-6.3,-6.2,-6.5,-4.8,-7.2,-5.9,-6.3,-6.9,-5.5
CC1=C[C@H]2O[C@@H]3CC[C@](C)([C@@]2(C)CC1)[C@]31CO1,-8.0,-7.4,-6.7,-7.7,-7.0,-7.1,-2.5,-5.6,-7.2,-6.6,-5.9,-6.9,-9.0,-7.6,-2.4,-6.8,-8.0,-8.1,-8.4,-7.2,-5.6,-6.5,-8.7,-6.7,-7.4,-6.0,-5.7,-8.2,-6.8,-6.5,-7.2,-6.2,-6.8,-7.4,-4.1,-7.1,-7.0,-6.9,-3.2,-8.3,-5.6,-6.2,-7.2,-6.2
CC(C)CC(=O)NC(=O)C(CC(C)C)=NO,-6.4,-6.4,-6.2,-7.0,-6.5,-6.8,-7.3,-6.8,-6.5,-7.0,-6.9,-7.0,-7.9,-6.7,-7.3,-6.3,-7.6,-6.7,-6.8,-6.5,-5.0,-7.1,-7.4,-5.9,-6.4,-6.7,-7.2,-6.7,-6.2,-6.8,-6.3,-7.4,-5.7,-7.7,-7.6,-6.3,-5.5,-6.8,-6.2,-6.8,-5.8,-6.2,-6.8,-5.5
Nc1cc2nc3ccccc3oc-2cc1=O,-7.8,-7.5,-7.7,-9.1,-8.6,-8.2,-8.8,-8.2,-7.7,-8.6,-6.7,-6.9,-9.2,-8.6,-6.3,-7.3,-8.4,-8.6,-7.5,-7.8,-6.0,-8.5,-8.7,-8.1,-7.2,-7.1,-8.9,-8.7,-7.8,-8.7,-8.0,-8.6,-7.3,-7.7,-7.9,-6.9,-6.6,-7.9,-8.1,-8.7,-6.0,-7.3,-9.2,-6.8
CC(C)Cc1cnc(CC(C)C)c(=O)[nH]1,-6.5,-6.3,-6.1,-6.8,-6.8,-7.0,-7.4,-6.7,-6.7,-6.9,-7.3,-6.9,-7.7,-6.4,-7.6,-6.3,-7.4,-6.5,-6.6,-6.9,-4.3,-7.1,-7.7,-6.3,-6.3,-6.1,-7.7,-6.8,-6.1,-6.4,-6.1,-7.7,-6.2,-7.3,-7.2,-6.1,-5.6,-6.8,-5.4,-7.0,-5.7,-6.0,-7.2,-5.2
CC1=C2C(=CO[C@H](C)[C@H]2C)C(=O)C=C1O,-8.0,-7.4,-7.0,-7.0,-6.9,-7.9,-7.1,-6.6,-7.3,-7.1,-6.7,-6.6,-8.7,-7.4,-2.6,-6.6,-8.4,-7.3,-7.6,-7.1,-5.2,-6.7,-8.6,-6.6,-6.8,-6.6,-7.9,-7.4,-6.8,-7.6,-7.3,-8.1,-6.5,-8.0,-7.5,-6.6,-6.5,-7.1,-4.7,-7.6,-5.4,-7.0,-6.9,-5.7
CC(=O)C(=O)Nc1ccccc1C(N)=O,-6.7,-7.0,-6.9,-8.1,-8.0,-7.4,-7.9,-6.9,-7.1,-7.5,-8.3,-7.0,-7.9,-7.0,-6.9,-6.4,-7.7,-6.9,-7.2,-6.5,-5.0,-7.5,-7.2,-7.0,-6.2,-7.2,-8.4,-7.1,-6.6,-7.5,-6.7,-8.1,-6.3,-7.2,-7.0,-6.1,-6.1,-6.8,-5.8,-7.1,-6.1,-7.0,-7.5,-6.4
N[C@@H](CCC(=O)NC1(O)CC1)C(=O)O,-5.5,-5.9,-5.9,-6.3,-6.4,-5.9,-6.2,-5.5,-5.5,-6.1,-6.2,-5.1,-6.6,-6.1,-7.2,-5.0,-6.2,-6.0,-5.7,-6.2,-4.3,-6.3,-5.9,-5.3,-5.2,-5.4,-6.3,-5.8,-5.6,-5.8,-6.1,-6.2,-5.2,-6.0,-6.1,-5.3,-5.2,-6.0,-6.1,-5.6,-5.1,-5.8,-6.1,-5.5
CC[C@H](C)[C@@H]1NC(=O)C(C(C)=O)=C1O,-6.3,-6.6,-6.3,-7.3,-7.0,-7.1,-6.9,-6.3,-6.2,-7.0,-7.5,-6.2,-7.2,-6.5,-7.1,-6.2,-7.0,-6.7,-6.4,-6.6,-4.6,-7.0,-6.6,-6.2,-6.6,-6.1,-7.5,-6.4,-6.1,-6.7,-6.6,-7.5,-6.0,-7.0,-6.5,-6.2,-5.2,-5.9,-5.2,-6.9,-5.9,-6.3,-6.7,-5.4
Cn1c(=O)c2c(ncn2C)n(C)c1=O,-6.3,-5.4,-5.9,-6.9,-6.4,-6.3,-6.4,-6.2,-6.4,-6.5,-5.9,-5.7,-7.1,-5.9,-3.3,-5.5,-6.7,-6.1,-6.3,-5.8,-4.3,-5.5,-6.3,-5.9,-5.3,-5.7,-7.1,-6.0,-6.5,-6.3,-6.0,-6.4,-5.6,-6.4,-6.5,-5.3,-5.2,-6.0,-4.1,-5.9,-5.4,-5.3,-6.1,-4.9
CC(=CC(=O)O)c1ccc(C)c(=O)o1,-6.7,-7.1,-7.2,-7.4,-7.2,-7.3,-7.8,-6.9,-6.6,-7.2,-7.6,-6.8,-7.8,-6.7,-7.5,-6.2,-7.5,-7.3,-7.0,-7.3,-4.9,-7.7,-7.5,-7.1,-6.6,-6.8,-8.3,-7.0,-7.2,-7.8,-6.7,-8.1,-6.4,-7.0,-7.1,-6.2,-6.0,-6.8,-6.7,-7.2,-6.1,-6.8,-7.5,-5.7
COc1c(C)c(O)cc2c1CNC2=O,-6.7,-6.8,-6.9,-7.4,-6.9,-7.3,-7.0,-7.0,-6.6,-7.1,-6.9,-6.1,-7.7,-6.7,-5.0,-6.5,-7.3,-6.9,-7.3,-5.8,-4.6,-6.4,-7.0,-6.2,-6.6,-6.1,-8.1,-7.1,-6.3,-6.9,-6.7,-7.5,-6.6,-7.1,-6.9,-6.0,-5.7,-6.7,-5.4,-6.7,-5.1,-6.8,-6.7,-5.2
C[C@H](O)[C@H]1C=C([C@@H]2O[C@H]2C)C(=O)O1,-6.1,-5.9,-6.6,-6.8,-6.6,-6.3,-6.4,-6.0,-5.9,-6.7,-6.8,-5.7,-6.9,-6.3,-7.4,-5.6,-6.6,-6.2,-6.5,-6.7,-4.8,-6.6,-6.8,-5.6,-6.0,-5.5,-6.8,-6.0,-6.4,-6.7,-5.8,-6.6,-5.6,-6.1,-6.5,-5.7,-5.1,-6.2,-5.4,-5.9,-5.9,-6.4,-6.7,-5.3
C[C@@H]1O[C@H]1C1=C[C@H](O)[C@@H](C)OC1=O,-6.1,-5.9,-6.2,-6.9,-6.0,-6.1,-6.6,-5.8,-6.0,-6.7,-6.4,-5.9,-7.1,-6.2,-6.6,-5.5,-6.7,-6.0,-6.4,-6.2,-4.3,-5.9,-6.4,-5.5,-5.9,-5.5,-6.7,-6.2,-6.1,-7.0,-5.8,-6.8,-5.3,-6.5,-6.3,-6.0,-5.3,-6.0,-5.1,-6.0,-6.3,-5.9,-6.6,-5.1
COC1=C(O)C(=O)C(C)=C(O)C1=O,-5.9,-5.7,-5.7,-6.9,-6.7,-6.3,-6.2,-6.1,-6.0,-6.2,-6.4,-5.7,-7.2,-5.9,-4.4,-5.4,-6.3,-5.8,-5.9,-5.9,-4.9,-6.1,-6.1,-5.6,-5.5,-5.8,-7.3,-5.9,-6.4,-6.7,-5.9,-6.4,-5.6,-6.3,-6.2,-5.2,-4.9,-6.3,-4.6,-5.7,-5.5,-5.8,-5.7,-5.1
